## Tue May 28 12:57:38 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_3r9xo__v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
OG0001227.UP000321408_QEE17543.1	573064.Mefer_0036	2.27e-29	110.0	COG2125@1|root,arCOG01946@2157|Archaea,2XXZJ@28890|Euryarchaeota,23R2F@183939|Methanococci	183939|Methanococci	J	Belongs to the eukaryotic ribosomal protein eS6 family	rps6e	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0022613,GO:0022626,GO:0022627,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360,GO:1990904	-	ko:K02991	ko01521,ko03010,ko04066,ko04150,ko04151,ko04371,ko04714,ko04910,ko05205,map01521,map03010,map04066,map04150,map04151,map04371,map04714,map04910,map05205	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S6e
OG0001228.UP000321408_QEE17544.1	565033.GACE_1329	1.01e-12	63.2	COG2075@1|root,arCOG01950@2157|Archaea,2Y00Q@28890|Euryarchaeota,246HX@183980|Archaeoglobi	183980|Archaeoglobi	J	Binds to the 23S rRNA	rpl24e	-	-	ko:K02896	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L24e
OG0001229.UP000321408_QEE17548.1	490899.DKAM_1351	2.43e-23	91.7	COG2053@1|root,arCOG04314@2157|Archaea,2XQTB@28889|Crenarchaeota	28889|Crenarchaeota	J	Belongs to the eukaryotic ribosomal protein eS28 family	rps28e	GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990904	-	ko:K02979	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S28e
OG0001230.UP000321408_QEE17549.1	273063.STK_14240	1.02e-28	108.0	COG1358@1|root,arCOG01751@2157|Archaea,2XQH4@28889|Crenarchaeota	28889|Crenarchaeota	J	Multifunctional RNA-binding protein that recognizes the K-turn motif in ribosomal RNA, the RNA component of RNase P, box H ACA, box C D and box C' D' sRNAs	rpl7ae	GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02936	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03009,ko03011	-	-	-	Ribosomal_L7Ae
OG0001232.UP000321408_QEE17561.1	330779.Saci_0983	3.1e-47	165.0	COG0647@1|root,arCOG04221@2157|Archaea,2XQZD@28889|Crenarchaeota	28889|Crenarchaeota	G	PFAM Haloacid dehalogenase domain protein hydrolase	-	-	3.1.3.41	ko:K01101	ko00627,ko01120,map00627,map01120	-	R03024	RC00151	ko00000,ko00001,ko01000	-	-	-	Hydrolase_6,Hydrolase_like
OG0001233.UP000321408_QEE17563.1	386456.JQKN01000015_gene2908	3.25e-167	494.0	COG0533@1|root,arCOG01183@2157|Archaea,arCOG01185@2157|Archaea,2XT07@28890|Euryarchaeota,23NPI@183925|Methanobacteria	183925|Methanobacteria	LT	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is a component of the KEOPS complex that is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. The Kae1 domain likely plays a direct catalytic role in this reaction. The Bud32 domain probably displays kinase activity that regulates Kae1 function	-	-	2.3.1.234,2.7.11.1	ko:K15904	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko01001,ko03016	-	-	-	Peptidase_M22,Pkinase,RIO1
OG0001234.UP000321408_QEE17564.1	673860.AciM339_0485	4.87e-17	74.7	COG1998@1|root,arCOG04183@2157|Archaea,2XZZ0@28890|Euryarchaeota,3F2VM@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Belongs to the eukaryotic ribosomal protein eS31 family	rps27ae	-	-	ko:K02977	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko04147	-	-	-	Ribosomal_S27
OG0001235.UP000321408_QEE17565.1	439481.Aboo_0565	1.31e-17	79.0	COG2004@1|root,arCOG04182@2157|Archaea,2Y6EY@28890|Euryarchaeota,3F2VW@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Belongs to the eukaryotic ribosomal protein eS24 family	rps24e	-	-	ko:K02974	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S24e
OG0001238.UP000321408_QEE17572.1	243232.MJ_0397	2.57e-58	188.0	COG1095@1|root,arCOG00675@2157|Archaea,2XT6U@28890|Euryarchaeota,23Q1F@183939|Methanococci	183939|Methanococci	K	RNA binding S1 domain protein	-	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03049	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	S1,SHS2_Rpb7-N
OG0001239.UP000321408_QEE17573.1	593117.TGAM_0500	1.98e-15	70.1	COG2093@1|root,arCOG04077@2157|Archaea,2Y0D6@28890|Euryarchaeota,244KC@183968|Thermococci	183968|Thermococci	K	Transcription elongation factor Spt4	spt4	-	2.7.7.6	ko:K03050	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	Spt4
OG0001240.UP000321408_QEE17582.1	357809.Cphy_1628	1.24e-123	363.0	COG1853@1|root,COG1853@2|Bacteria,1UZS7@1239|Firmicutes,24FF8@186801|Clostridia	186801|Clostridia	S	conserved protein domain typically associated with flavoprotein oxygenases, DIM6 NTAB family	-	-	-	-	-	-	-	-	-	-	-	-	-
OG0001241.UP000321408_QEE17583.1	443144.GM21_2821	2.43e-10	67.4	COG1028@1|root,COG1028@2|Bacteria,1MUEV@1224|Proteobacteria,42QAM@68525|delta/epsilon subdivisions,2WM04@28221|Deltaproteobacteria,43U4W@69541|Desulfuromonadales	28221|Deltaproteobacteria	IQ	KR domain	-	-	1.1.1.100,1.1.1.36	ko:K00023,ko:K00059	ko00061,ko00333,ko00630,ko00650,ko00780,ko01040,ko01100,ko01120,ko01130,ko01200,ko01212,map00061,map00333,map00630,map00650,map00780,map01040,map01100,map01120,map01130,map01200,map01212	M00083,M00373,M00572	R01779,R01977,R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00103,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
OG0001242.UP000321408_QEE17596.1	457570.Nther_1879	2.92e-120	362.0	COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia	186801|Clostridia	C	electron transfer flavoprotein	etfA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016627,GO:0016628,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071949,GO:0097159,GO:1901265,GO:1901363	1.3.1.108	ko:K03522,ko:K22432	-	-	-	-	ko00000,ko01000,ko04147	-	-	-	ETF,ETF_alpha,Fer4,Fer4_16
OG0001243.UP000321408_QEE17597.1	401526.TcarDRAFT_1837	6.05e-89	271.0	COG2086@1|root,COG2086@2|Bacteria,1TQA0@1239|Firmicutes,4H2QE@909932|Negativicutes	909932|Negativicutes	C	Electron transfer flavoprotein	etfB	-	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
OG0001244.UP000321408_QEE17599.1	273116.14325439	3.03e-122	366.0	COG1960@1|root,arCOG04310@2157|Archaea,2XXBZ@28890|Euryarchaeota,2426V@183967|Thermoplasmata	183967|Thermoplasmata	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	1.3.8.7	ko:K00249	ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320	M00013,M00036,M00087	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
OG0001248.UP000321408_QEE17626.1	1317122.ATO12_06640	2.32e-29	117.0	COG0398@1|root,COG0398@2|Bacteria,4NIT2@976|Bacteroidetes,1HY5E@117743|Flavobacteriia,2YGZ2@290174|Aquimarina	976|Bacteroidetes	S	Protein of unknown function, DUF547	-	-	-	-	-	-	-	-	-	-	-	-	DUF547
OG0001250.UP000321408_QEE17647.1	926569.ANT_03760	3.91e-31	114.0	COG2018@1|root,COG2018@2|Bacteria,2G8WW@200795|Chloroflexi	200795|Chloroflexi	S	PFAM Roadblock LC7 family protein	-	-	-	ko:K07131	-	-	-	-	ko00000	-	-	-	Robl_LC7
OG0001252.UP000321408_QEE17660.1	368408.Tpen_1163	6.3e-210	602.0	COG0504@1|root,arCOG00063@2157|Archaea,2XPKS@28889|Crenarchaeota	28889|Crenarchaeota	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase
OG0001253.UP000321408_QEE17661.1	579137.Metvu_0111	1.26e-102	327.0	COG1239@1|root,arCOG00438@2157|Archaea,2XUP4@28890|Euryarchaeota,23QQZ@183939|Methanococci	183939|Methanococci	H	SMART AAA ATPase	-	-	6.6.1.1	ko:K03404,ko:K03405	ko00860,ko01100,ko01110,map00860,map01100,map01110	-	R03877	RC01012	ko00000,ko00001,ko01000	-	-	-	Mg_chelatase
OG0001256.UP000321408_QEE17666.1	596323.HMPREF0554_0385	4.2e-42	148.0	COG0235@1|root,COG0235@2|Bacteria,379M3@32066|Fusobacteria	2|Bacteria	G	L-ribulose-5-phosphate 4-epimerase	fucA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006004,GO:0008150,GO:0008152,GO:0008270,GO:0008738,GO:0009056,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0019317,GO:0019318,GO:0019320,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019571,GO:0042354,GO:0042355,GO:0043167,GO:0043169,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046372,GO:0046872,GO:0046914,GO:0071704,GO:1901575	4.1.2.17	ko:K01628	ko00051,ko01120,map00051,map01120	-	R02262	RC00603,RC00604	ko00000,ko00001,ko01000	-	-	-	Aldolase_II
OG0001257.UP000321408_QEE17670.1	1173021.ALWA01000003_gene3362	3.25e-11	72.0	COG0671@1|root,COG0671@2|Bacteria,1G5BI@1117|Cyanobacteria	1117|Cyanobacteria	I	Phosphoesterase PA-phosphatase related	-	-	3.6.1.27	ko:K19302	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	PAP2
OG0001260.UP000321408_QEE17683.1	224719.Abm4_1617	1.56e-240	686.0	COG0443@1|root,arCOG03060@2157|Archaea,2XT86@28890|Euryarchaeota,23NSE@183925|Methanobacteria	183925|Methanobacteria	O	Heat shock 70 kDa protein	dnaK	-	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
OG0001261.UP000321408_QEE17684.1	864565.HMPREF0379_0663	1.51e-85	271.0	COG0484@1|root,COG0484@2|Bacteria,1TP00@1239|Firmicutes,248EM@186801|Clostridia,25QX8@186804|Peptostreptococcaceae	186801|Clostridia	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins	dnaJ	-	-	ko:K03686,ko:K05516	-	-	-	-	ko00000,ko03029,ko03036,ko03110	-	-	-	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
OG0001262.UP000321408_QEE17701.1	247490.KSU1_D1007	2.65e-96	296.0	COG0309@1|root,COG0309@2|Bacteria	2|Bacteria	O	Hydrogenase expression formation protein (HypE)	hypE	-	-	ko:K04655	-	-	-	-	ko00000	-	-	-	AIRS,AIRS_C
OG0001263.UP000321408_QEE17706.1	1123288.SOV_4c03230	1.22e-11	67.8	COG1763@1|root,COG1763@2|Bacteria,1VFA0@1239|Firmicutes,4H494@909932|Negativicutes	909932|Negativicutes	H	molybdopterin-guanine dinucleotide biosynthesis protein	-	-	-	ko:K03753	-	-	-	-	ko00000	-	-	-	MobB
OG0001269.UP000321408_QEE17802.1	604354.TSIB_0033	1.25e-37	144.0	COG0731@1|root,arCOG04174@2157|Archaea,2XSTF@28890|Euryarchaeota,24362@183968|Thermococci	183968|Thermococci	C	Component of the wyosine derivatives biosynthesis pathway that catalyzes the condensation of N-methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine (imG-14) on guanosine-37 of tRNA(Phe)	taw1	-	4.1.3.44	ko:K15449	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,Wyosine_form
OG0001271.UP000321408_QEE17827.1	269799.Gmet_1568	5.71e-82	254.0	COG0476@1|root,COG0476@2|Bacteria,1MW7H@1224|Proteobacteria,42NEC@68525|delta/epsilon subdivisions,2WK08@28221|Deltaproteobacteria	28221|Deltaproteobacteria	H	PFAM UBA THIF-type NAD FAD binding protein	moeB1	-	2.7.7.80,2.8.1.11	ko:K21147	ko04122,map04122	-	R07459,R07461	RC00043	ko00000,ko00001,ko01000	-	-	-	Rhodanese,ThiF
OG0001272.UP000321408_QEE17829.1	1172190.M947_10675	7.13e-40	140.0	COG0066@1|root,COG0066@2|Bacteria,1MVXB@1224|Proteobacteria,42R6H@68525|delta/epsilon subdivisions,2YP0H@29547|Epsilonproteobacteria	29547|Epsilonproteobacteria	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuD	-	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C
OG0001273.UP000321408_QEE17830.1	403833.Pmob_1588	8.97e-137	405.0	COG0065@1|root,COG0065@2|Bacteria,2GDYG@200918|Thermotogae	200918|Thermotogae	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	-	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
OG0001274.UP000321408_QEE17834.1	877411.JMMA01000002_gene1777	3.76e-139	406.0	COG0115@1|root,COG0115@2|Bacteria,1TQQI@1239|Firmicutes,2480D@186801|Clostridia,3WGDG@541000|Ruminococcaceae	186801|Clostridia	E	Branched-chain amino acid aminotransferase	ilvE	-	2.6.1.42,4.1.3.38	ko:K00826,ko:K02619	ko00270,ko00280,ko00290,ko00770,ko00790,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map00790,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R05553,R10991	RC00006,RC00036,RC01843,RC02148	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
OG0001276.UP000321408_QEE17844.1	634498.mru_0829	4.87e-25	100.0	COG1986@1|root,arCOG01223@2157|Archaea,2XWGY@28890|Euryarchaeota,23P4J@183925|Methanobacteria	183925|Methanobacteria	H	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	2.7.7.3	ko:K02201	ko00770,ko01100,map00770,map01100	M00120	R03035	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
OG0001277.UP000321408_QEE17845.1	877455.Metbo_1081	4.72e-113	352.0	COG0016@1|root,arCOG00410@2157|Archaea,2XSTK@28890|Euryarchaeota,23NUT@183925|Methanobacteria	183925|Methanobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 2 subfamily	pheS	-	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2d
OG0001278.UP000321408_QEE17846.1	386456.JQKN01000005_gene462	2.05e-134	409.0	COG0072@1|root,arCOG00412@2157|Archaea,2XTD5@28890|Euryarchaeota,23NX2@183925|Methanobacteria	183925|Methanobacteria	J	Phenylalanyl-tRNA synthetase beta	pheT	-	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	B3_4,B5,tRNA-synt_2d
OG0001279.UP000321408_QEE17848.1	1095769.CAHF01000010_gene1286	7.45e-86	262.0	COG0689@1|root,COG0689@2|Bacteria,1MVFZ@1224|Proteobacteria,2VIGI@28216|Betaproteobacteria,4725M@75682|Oxalobacteraceae	28216|Betaproteobacteria	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates	rph	-	2.7.7.56	ko:K00989	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	RNase_PH,RNase_PH_C
OG0001281.UP000321408_QEE17861.1	245174.XP_009269071.1	2.92e-85	291.0	KOG0739@1|root,KOG0845@1|root,KOG1861@1|root,KOG0739@2759|Eukaryota,KOG0845@2759|Eukaryota,KOG1861@2759|Eukaryota,38D1Q@33154|Opisthokonta,3NUSN@4751|Fungi,3UXVV@5204|Basidiomycota	4751|Fungi	O	Belongs to the AAA ATPase family	VPS4	GO:0000166,GO:0002790,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005783,GO:0006508,GO:0006511,GO:0006605,GO:0006623,GO:0006629,GO:0006807,GO:0006810,GO:0006886,GO:0006900,GO:0006914,GO:0006996,GO:0006997,GO:0006998,GO:0007032,GO:0007033,GO:0007034,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008202,GO:0009056,GO:0009057,GO:0009306,GO:0009405,GO:0009987,GO:0010035,GO:0010038,GO:0010226,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016125,GO:0016192,GO:0016197,GO:0016236,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019941,GO:0022607,GO:0030163,GO:0030447,GO:0030448,GO:0030554,GO:0031410,GO:0031982,GO:0032507,GO:0032509,GO:0032511,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0033036,GO:0033365,GO:0034067,GO:0034613,GO:0035639,GO:0036094,GO:0040007,GO:0042221,GO:0042802,GO:0042803,GO:0042886,GO:0043162,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043328,GO:0043632,GO:0043933,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0045053,GO:0045184,GO:0045185,GO:0045324,GO:0046903,GO:0046907,GO:0046983,GO:0050896,GO:0051179,GO:0051234,GO:0051235,GO:0051259,GO:0051260,GO:0051603,GO:0051641,GO:0051649,GO:0051651,GO:0051704,GO:0051716,GO:0061024,GO:0061919,GO:0065003,GO:0065007,GO:0065008,GO:0070676,GO:0070727,GO:0070887,GO:0071241,GO:0071248,GO:0071285,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0097159,GO:0097367,GO:0097708,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901615	-	ko:K12196	ko04144,ko04217,map04144,map04217	M00412	-	-	ko00000,ko00001,ko00002,ko04131	-	-	-	AAA,MIT,Vps4_C
OG0001284.UP000321408_QEE17882.1	767817.Desgi_2045	3.53e-72	221.0	COG1908@1|root,COG1908@2|Bacteria,1V7I6@1239|Firmicutes,24JV2@186801|Clostridia,261SC@186807|Peptococcaceae	186801|Clostridia	C	PFAM methyl-viologen-reducing hydrogenase delta subunit	-	-	-	-	-	-	-	-	-	-	-	-	FlpD
OG0001288.UP000321408_QEE17902.1	351627.Csac_1211	1.72e-105	327.0	COG0174@1|root,COG0174@2|Bacteria,1TNZA@1239|Firmicutes,2489S@186801|Clostridia,42FNV@68295|Thermoanaerobacterales	186801|Clostridia	H	TIGRFAM glutamine synthetase, type I	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
OG0001291.UP000321408_QEE17939.1	865937.Gilli_2571	1.57e-71	230.0	COG2120@1|root,COG2120@2|Bacteria,4NEDJ@976|Bacteroidetes,1HYZ8@117743|Flavobacteriia	976|Bacteroidetes	S	LmbE homologs	-	-	-	-	-	-	-	-	-	-	-	-	PIG-L
OG0001294.UP000321408_QEE17961.1	38833.XP_003061902.1	2.78e-115	347.0	COG0162@1|root,KOG2144@2759|Eukaryota,37ICN@33090|Viridiplantae,34JRD@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the class-I aminoacyl-tRNA synthetase family	-	-	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	tRNA-synt_1b
OG0001295.UP000321408_QEE17964.1	515635.Dtur_1318	1.12e-308	879.0	COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria	2|Bacteria	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
